,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
385,sao miguel do araguaia,1,IN,1580239237,56,20.51,76.21,291.89,5.25
386,lithakia,40,GR,1580239237,93,37.72,20.83,286.15,1.5
387,kaduy,90,RU,1580239237,78,59.2,37.15,265.15,2.0
388,sovetskiy,22,RU,1580239238,95,61.36,63.58,248.11,2.14
389,lima,90,PE,1580239218,69,-12.04,-77.03,300.15,5.7
390,khandbari,94,NP,1580239238,63,27.37,87.2,273.26,1.9
391,bandundu,100,CD,1580239238,57,-3.32,17.37,300.9,2.12
392,sheregesh,100,RU,1580239238,86,52.92,87.99,265.51,1.91
393,tombouctou,8,ML,1580239239,13,20.0,-3.0,301.03,4.55
394,chastyye,0,RU,1580239239,97,57.29,54.97,246.26,1.05
395,roald,100,NO,1580239239,64,62.58,6.13,275.15,3.1
396,andenes,75,NO,1580239239,68,69.31,16.12,271.15,9.3
397,berdigestyakh,0,RU,1580239239,98,62.1,126.7,241.74,1.28
398,atkarsk,100,RU,1580239239,94,51.87,45.01,266.18,5.87
399,grand river south east,40,US,1580239240,92,38.88,-109.5,274.26,4.1
400,jiuquan,0,CN,1580239042,24,39.74,98.52,264.91,3.92
401,fortuna,90,US,1580239240,87,40.6,-124.16,286.48,5.7
402,gamba,94,GA,1580239240,85,-2.65,10.0,299.89,2.04
403,aktash,30,RU,1580239240,81,50.3,87.73,254.86,3.51
404,simbahan,59,PH,1580239241,76,6.3,120.58,301.28,4.28
405,sindor,98,RU,1580239241,97,62.86,51.89,252.91,2.29
406,hofn,89,IS,1580239241,73,64.25,-15.21,276.88,8.88
407,oshikango,93,NA,1580239241,69,-17.4,15.88,301.15,1.0
408,sobolevo,92,RU,1580239241,97,54.43,31.9,272.92,3.78
409,baoding,87,CN,1580239241,58,38.85,115.49,273.74,1.08
410,mareeba,90,AU,1580239242,94,-17.0,145.43,299.26,2.6
411,kidal,96,ML,1580239242,8,18.44,1.41,299.69,3.88
412,yerbogachen,100,RU,1580239242,89,61.28,108.01,260.87,3.07
413,noumea,100,NC,1580239229,83,-22.28,166.46,299.82,6.31
414,leninsk,90,RU,1580239242,88,48.71,45.2,274.15,5.0
415,fare,86,PF,1580239242,76,-16.7,-151.02,301.34,4.43
416,tondano,20,ID,1580239243,100,1.3,124.91,294.15,0.52
417,pandan,53,PH,1580239243,81,14.05,124.17,298.96,3.04
418,imbituba,75,BR,1580239243,78,-28.24,-48.67,300.15,5.1
419,otane,57,NZ,1580239243,95,-39.88,176.63,289.54,0.85
420,kitaibaraki,100,JP,1580239243,78,36.78,140.75,288.71,11.32
421,khandyga,77,RU,1580239244,100,62.67,135.6,237.9,0.83
422,plateros,5,MX,1580239244,24,23.22,-102.85,288.15,5.1
423,kargasok,96,RU,1580239244,96,59.06,80.86,257.33,2.1
424,lucea,75,JM,1580239210,69,18.45,-78.17,302.04,0.45
425,soyo,20,AO,1580239244,83,-6.13,12.37,302.15,3.1
426,karasjok,95,NO,1580239025,77,69.47,25.51,259.15,23.7
427,barrie,90,CA,1580239233,86,44.4,-79.67,273.15,1.5
428,palasa,19,IN,1580239245,92,18.77,84.42,293.81,2.59
429,santiago del estero,20,CL,1580239051,25,-33.46,-70.65,305.93,4.1
430,kazanka,90,UA,1580239245,100,47.85,32.82,277.15,1.0
431,kholuy,100,RU,1580239246,91,56.58,41.87,264.4,4.6
432,kashmor,0,PK,1580239246,34,28.43,69.58,289.5,3.38
433,goma,100,CD,1580239246,96,-1.68,29.22,287.3,0.84
434,trairi,77,BR,1580239246,58,-3.28,-39.27,303.62,4.59
435,saint-michel-des-saints,65,CA,1580239246,7,46.68,-73.92,272.04,0.45
436,hambantota,40,LK,1580239247,100,6.12,81.12,295.15,1.0
437,luanda,20,AO,1580239221,78,-8.84,13.23,301.15,3.6
438,plettenberg bay,75,DE,1580239247,78,51.22,7.88,277.59,6.2
439,yarmouth,90,US,1580239247,55,41.71,-70.23,277.59,3.1
440,green valley,90,US,1580239247,80,40.95,-81.48,274.82,3.1
441,tecpan,20,GT,1580239248,53,14.76,-90.99,298.15,5.1
442,khatra,21,IN,1580239248,69,22.98,86.85,291.46,3.47
443,parrita,75,CR,1580239161,73,9.52,-84.32,299.15,4.1
444,lufilufi,75,WS,1580239248,94,-13.87,-171.6,300.15,3.34
445,moussoro,94,TD,1580239248,8,13.64,16.49,296.82,4.06
446,bonfim,52,BR,1580239249,33,3.08,-59.95,309.5,3.16
447,outjo,85,NA,1580239249,44,-20.12,16.15,298.86,4.67
448,sungaipenuh,100,ID,1580239249,98,-2.08,101.38,291.29,1.02
449,viedma,100,AR,1580239249,51,-40.81,-63.0,293.6,7.83
450,sucre,75,BO,1580239249,59,-19.03,-65.26,290.15,6.2
451,northam,20,GB,1580239250,80,51.03,-4.22,279.82,4.6
452,puerto leguizamo,75,ES,1580239250,87,36.59,-6.23,288.15,0.5
453,alofi,31,NU,1580239250,88,-19.06,-169.92,300.15,3.1
454,port macquarie,100,CD,1580239250,84,-7.03,29.76,296.52,7.46
455,ureki,75,GE,1580239251,50,42.0,41.78,285.15,3.6
456,kamenz,96,DE,1580239251,69,51.27,14.09,277.59,6.7
457,havre-saint-pierre,90,CA,1580239251,67,50.23,-63.6,265.15,2.6
458,gornopravdinsk,100,RU,1580239251,97,60.05,69.9,249.47,2.84
459,brindisi,46,IT,1580239251,71,40.58,17.67,287.59,4.1
460,yuncheng,39,CN,1580239252,64,35.02,110.99,274.26,1.6
461,rybinsk,100,RU,1580239252,92,58.04,38.84,264.38,3.83
462,abu dhabi,35,IN,1580239252,62,24.6,72.7,285.85,0.84
463,marion,90,US,1580239252,80,39.77,-86.16,275.15,2.6
464,atambua,100,ID,1580239252,87,-9.11,124.89,298.85,1.16
465,vagur,52,FO,1580239253,66,61.47,-6.81,279.28,6.66
466,erdenet,4,MN,1580239253,90,49.03,104.08,254.13,1.61
467,mumford,77,GH,1580239253,70,5.26,-0.76,301.02,4.06
468,teguldet,100,RU,1580239253,93,57.31,88.17,264.93,3.3
469,bayji,100,IQ,1580239254,47,34.93,43.49,284.27,1.88
470,batagay-alyta,100,RU,1580239254,58,67.8,130.41,246.51,2.17
471,emba,97,KZ,1580239254,81,48.83,58.14,258.04,2.56
472,tutoia,40,BR,1580239254,74,-2.76,-42.27,303.15,7.2
473,aykhal,100,RU,1580239254,96,66.0,111.5,255.69,6.57
474,san miguel,17,ML,1580239224,4,13.3,-4.9,303.27,3.92
475,veraval,0,IN,1580239255,70,20.9,70.37,287.94,3.38
476,san jose,17,ML,1580239176,4,13.3,-4.9,303.27,3.92
477,torbay,90,CA,1580239030,100,47.67,-52.73,273.15,4.1
478,erenhot,100,CN,1580239255,84,43.65,111.98,263.89,0.92
479,tingi,99,TZ,1580239255,89,-11.3,35.03,293.62,0.67
480,pavlivka,90,UA,1580239256,100,49.44,28.46,272.15,5.0
481,sinop,99,TR,1580239256,89,41.77,34.87,281.79,3.36
482,aksarka,97,RU,1580239256,96,66.56,67.8,249.49,2.67
483,poso,24,ID,1580239257,88,-1.4,120.75,293.68,0.86
484,west bay,90,US,1580239257,87,31.8,-97.09,291.48,6.2
485,veseloyarsk,100,RU,1580239258,83,51.28,81.11,269.22,8.59
486,oriximina,13,BR,1580239258,52,-1.77,-55.87,305.62,1.48
487,gat,40,IL,1580238964,76,31.61,34.76,287.15,2.1
488,ust-omchug,100,RU,1580239258,98,61.15,149.63,248.28,2.38
489,wewak,92,PG,1580239259,88,-3.55,143.63,297.84,2.07
490,shingu,70,JP,1580239259,88,33.73,135.98,287.94,5.72
491,terrace,90,CA,1580239029,78,54.52,-128.6,274.26,0.86
492,shenjiamen,92,CN,1580239259,72,29.96,122.3,280.32,9.96
493,jian,44,CN,1580239260,82,27.12,114.98,278.5,2.51
494,esna,58,EG,1580239260,36,25.29,32.55,290.15,4.64
495,karimpur,43,IN,1580239260,51,23.97,88.62,291.77,2.55
496,codrington,32,AU,1580239260,88,-38.27,141.97,289.21,4.02
497,merauke,100,ID,1580239261,89,-8.47,140.33,298.6,2.59
498,awjilah,0,LY,1580239261,47,29.11,21.29,288.35,2.51
499,isiolo,100,KE,1580239261,81,0.35,37.58,295.01,2.97
500,damietta,52,EG,1580239261,72,31.42,31.81,289.15,2.1
501,samfya,22,ZM,1580239261,83,-11.36,29.56,293.28,0.17
502,palmer,90,US,1580239261,48,42.16,-72.33,277.59,6.7
503,marawi,92,PH,1580239262,91,8.0,124.29,298.15,1.79
504,abu zabad,35,IN,1580239232,62,24.6,72.7,285.85,0.84
505,tucuma,51,BR,1580239168,86,-0.18,-50.05,300.79,4.02
506,jiancheng,20,CN,1580239262,100,30.39,104.55,282.04,1.0
507,sao miguel,1,IN,1580239237,56,20.51,76.21,291.89,5.25
508,bengkulu,100,ID,1580239263,90,-3.8,102.27,297.66,1.85
509,hannibal,90,US,1580239263,69,39.71,-91.36,274.15,2.33
510,sao jose da coroa grande,1,IN,1580239022,56,20.51,76.21,291.89,5.25
511,beloha,21,MG,1580239263,92,-25.17,45.05,296.02,2.72
512,bagan,97,RU,1580239264,93,54.1,77.66,260.52,6.35
513,solnechnyy,6,RU,1580239264,86,50.72,136.63,257.44,2.29
514,vao,100,NC,1580239229,72,-22.67,167.48,298.21,5.39
515,nome,1,US,1580239264,68,64.5,-165.41,246.48,3.03
516,ixtapa,5,MX,1580239043,61,20.7,-105.2,299.26,5.7
517,cordoba,20,AR,1580239224,43,-31.41,-64.18,305.37,8.2
518,tynda,0,RU,1580239117,98,55.17,124.72,248.66,0.76
519,saint-joseph,4,RE,1580239265,73,-21.37,55.62,296.15,2.6
520,sinnamary,100,GF,1580239265,81,5.38,-52.95,300.21,5.93
521,salekhard,96,RU,1580239265,83,66.53,66.6,246.68,4.36
522,liverpool,88,GB,1580239182,81,53.41,-2.98,279.26,8.7
523,brisenas,0,MX,1580239266,22,20.27,-102.57,295.27,1.93
524,vestmanna,68,FO,1580239266,100,62.16,-7.17,272.15,0.5
525,pafos,75,CY,1580239266,87,34.77,32.42,285.15,1.0
526,parati,40,BR,1580239267,36,-23.22,-44.71,306.15,1.0
527,ellensburg,90,US,1580239267,86,47.0,-120.55,279.15,0.83
528,finschhafen,100,PG,1580239267,78,-6.6,147.87,302.07,4.62
529,san rafael,17,ML,1580239268,4,13.3,-4.9,303.27,3.92
530,armidale,28,AU,1580239268,89,-30.52,151.65,290.79,1.33
531,tigil,73,RU,1580239268,73,57.8,158.67,261.94,2.27
532,sembe,66,CG,1580239268,32,1.65,14.58,299.1,0.71
533,mexico,75,PH,1580239268,88,15.06,120.72,297.59,2.1
534,mackay,90,AU,1580239269,94,-21.15,149.2,298.71,2.1
535,qaracala,100,AZ,1580239269,52,39.81,48.95,279.22,0.46
536,shakawe,56,BW,1580239269,80,-18.37,21.85,295.11,2.46
537,flin flon,100,FR,1580239269,80,48.5,6.66,280.15,5.1
538,aripuana,100,BR,1580239270,92,-9.17,-60.63,301.4,1.54
539,puerto carreno,75,ES,1580239270,87,36.59,-6.23,288.15,0.5
540,westport,90,US,1580239099,64,41.14,-73.36,279.82,3.6
541,castlemaine,49,AU,1580239270,49,-37.07,144.22,287.59,1.15
542,karratha,8,AU,1580239271,76,-20.74,116.85,302.39,7.65
543,lincoln,90,US,1580239036,86,40.8,-96.67,272.59,1.38
544,paraiso,75,CR,1580239271,73,9.84,-83.87,299.15,4.1
545,kagalnitskaya,100,RU,1580239271,74,46.88,40.15,279.0,4.1
546,victor harbor,90,US,1580239271,86,42.98,-77.41,274.15,3.1
547,ust-nera,30,RU,1580239272,100,64.57,143.2,229.83,0.84
548,oktyabrskiy,36,RU,1580239272,95,54.48,53.47,253.32,1.96
549,wajir,40,KE,1580239272,48,1.75,40.06,304.15,3.15
550,ust-ishim,100,RU,1580239272,96,57.69,71.17,252.3,2.97
551,adeje,0,ES,1580239273,68,28.12,-16.73,292.15,2.6
552,ban tak,100,LA,1580239273,95,20.02,104.61,282.91,0.8
553,rock sound,90,US,1580239238,74,42.67,-89.07,272.59,2.1
554,khor,73,RU,1580239273,98,47.89,134.95,254.31,1.54
555,alice springs,40,US,1580239032,37,27.75,-98.07,302.15,8.7
556,ambovombe,8,MG,1580239274,96,-25.17,46.08,295.37,2.12
557,singkawang,100,ID,1580239274,92,0.9,109.0,298.54,3.27
558,fort-shevchenko,65,KZ,1580239274,80,44.51,50.26,275.67,4.45
